date,duoarea_oil,area_name_oil,oil_product_code,oil_product_name,oil_series,oil_series_description,price_oil
2017-07-31,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.651
2017-09-25,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.834
2018-01-22,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.778
2018-02-19,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.825
2018-02-26,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.825
2018-04-16,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.116
2018-06-04,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.311
2018-09-24,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.196
2018-10-15,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.299
2018-12-10,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.053
2018-12-24,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.944
2019-03-11,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.75
2019-07-08,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.149
2019-10-14,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.224
2019-12-23,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.04
2020-01-13,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.005
2020-01-27,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.977
2020-03-23,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.733
2020-04-06,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.531
2020-05-04,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.284
2020-05-11,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.292
2020-08-17,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.629
2020-09-14,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.642
2020-10-05,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.586
2020-10-26,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.552
2020-11-16,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.537
2020-12-21,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.521
2021-01-11,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.583
2021-04-12,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.233
2021-06-21,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.467
2021-07-12,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.599
2021-10-25,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.776
2021-11-15,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.829
2022-02-14,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.888
2022-05-02,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.715
2022-05-30,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),5.159
2022-11-07,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.716
2022-11-28,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.433
2022-12-19,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.838
2023-02-27,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.97
2023-03-20,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.136
2023-05-29,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.499
2023-07-17,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.456
2023-07-31,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.478
2023-08-28,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.722
2023-09-04,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.741
2005-03-07,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),1.884
2005-08-15,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.503
2005-12-05,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.06
2005-12-26,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.156
2006-02-27,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.151
2006-08-07,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.956
2006-09-04,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.627
2006-09-18,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.334
2006-11-13,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.069
2007-01-29,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.029
2007-02-19,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.146
2007-03-12,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.416
2007-07-23,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.855
2007-08-13,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.654
2007-10-08,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.619
2007-10-22,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.64
2007-11-12,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.919
2007-12-17,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.85
2008-01-28,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.91
2008-02-11,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.865
2008-03-24,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.207
2008-07-21,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.977
2008-11-03,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.17
2008-11-24,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),1.765
2009-02-23,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),1.794
2009-05-04,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),1.997
2009-08-24,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.532
2009-08-31,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.487
2009-11-30,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.502
2009-12-28,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.482
2010-02-22,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.52
2010-04-05,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.743
2010-04-12,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.769
2010-06-07,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.615
2010-06-21,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.601
2011-09-26,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.328
2011-10-24,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.306
2011-11-21,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.181
2012-01-02,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.129
2012-01-16,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.275
2012-02-20,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.55
2012-03-19,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.845
2012-04-23,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.888
2012-05-21,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.636
2012-06-11,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.407
2012-06-18,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.358
2012-07-16,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.301
2012-09-03,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.697
2012-09-24,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.66
2012-12-31,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.162
2013-01-14,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.258
2013-03-04,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.642
2013-04-22,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.455
2013-05-20,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.453
2013-06-10,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.412
2013-09-16,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.371
2013-10-21,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.159
2013-11-11,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.047
2013-11-25,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.207
2013-12-16,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.141
2014-01-20,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.177
2014-02-10,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.165
2014-04-07,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.473
2014-05-19,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.512
2014-06-16,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.505
2014-11-17,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.809
2015-01-26,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),1.933
2015-06-22,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.602
2015-12-07,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),1.888
2016-01-11,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),1.823
2016-05-16,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.075
2016-07-04,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.186
2016-09-05,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.109
2017-06-12,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.232
2017-07-03,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.085
2017-07-17,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.094
2017-10-16,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.34
2017-11-13,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.337
2017-11-27,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.298
2018-01-22,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.373
2018-02-19,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.343
2018-02-26,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.313
2018-03-19,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.417
2018-08-13,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.678
2018-12-24,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.083
2019-01-21,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.021
2019-02-18,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.108
2019-04-08,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.584
2019-04-15,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.668
2019-04-22,Y44HO,HOUSTON,EPM0,Total Gasoline,EMM_EPM0_PTE_Y44HO_DPG,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.67
